machine_id,timestamp,air_temperature,process_temperature,rotational_speed,torque,tool_wear
M16,1/13/2024 5:00,295.8,309.71,2157,41.17,165.3
M16,1/13/2024 6:00,297.38,305.45,2125,27.48,163.8
M16,1/13/2024 7:00,297.99,309.8,1370,46.03,170.3
M16,1/13/2024 8:00,300.74,306.09,1400,40.78,166.2
M16,1/13/2024 9:00,295.53,307.26,1646,43.78,168.8
M16,1/13/2024 10:00,305.18,307.51,2751,37.98,169.8
M16,1/13/2024 11:00,295.4,317.14,1304,20.36,240
M16,1/13/2024 12:00,299.29,311.21,1834,42.33,175.6
M16,1/13/2024 13:00,297.21,307.8,2012,21.65,254
M16,1/13/2024 14:00,300.03,306.44,2035,43.97,172.9
M16,1/13/2024 15:00,299.38,308.76,1499,28.4,173.3
M16,1/13/2024 16:00,295.31,311.22,2325,43.28,174.3
M16,1/13/2024 17:00,301.1,307.2,1699,28.56,174.3
M16,1/13/2024 18:00,297.17,306.04,1401,28.23,177.9
M16,1/13/2024 19:00,300.57,306.22,2326,45.91,178.9
M16,1/13/2024 20:00,300.27,307.71,1448,45.33,179.2
M16,1/13/2024 21:00,300.89,306.66,2357,43.69,180.4
M16,1/13/2024 22:00,299.91,311.93,1979,41.01,179
M16,1/13/2024 23:00,304.66,309.54,2077,36.87,175.6
M16,1/14/2024 0:00,300.02,310.46,2170,51.97,180.4
M16,1/14/2024 1:00,296.88,307.56,1256,47.81,183.4
M16,1/14/2024 2:00,297.24,306.26,2139,20.22,181.1
M16,1/14/2024 3:00,301.18,309.09,1364,41.78,186.1
M16,1/14/2024 4:00,296.82,307.54,2167,24.96,182.9
M16,1/14/2024 5:00,300.76,309.2,2128,34.97,180.5
M16,1/14/2024 6:00,300.14,310.68,2226,37.52,187.9
M16,1/14/2024 7:00,296.68,307.48,1418,24.71,185.2
M16,1/14/2024 8:00,301.47,308.08,1648,52.9,185.7
M16,1/14/2024 9:00,298.21,306.37,2274,36.72,185.6
M16,1/14/2024 10:00,296.16,305.98,1791,43.35,190
M16,1/14/2024 11:00,300.51,311.2,1560,37.3,186.3
M17,1/4/2024 4:00,301.66,305.77,2136,34.56,0
M17,1/4/2024 5:00,299.38,305.72,1580,30.34,0
M17,1/4/2024 6:00,301.93,310.16,1624,51.05,0.7
M17,1/4/2024 7:00,300.89,307.72,1972,38.85,2.9
M17,1/4/2024 8:00,301.32,311.49,1643,33.21,3.6
M17,1/4/2024 9:00,295.02,306.95,1650,37.02,4.8
M17,1/4/2024 10:00,297.81,306.59,1361,46.79,5.3
M17,1/4/2024 11:00,301.66,310.46,1432,43.15,2
M17,1/4/2024 12:00,297.68,309.19,1773,22.25,211
M17,1/4/2024 13:00,295.57,308.16,1462,37.97,4.6
M17,1/4/2024 14:00,296.35,305.61,1433,35.62,8.4
M17,1/4/2024 15:00,297.8,305.37,2183,31.71,7.8
M17,1/4/2024 16:00,300.53,310.09,1716,49.14,8.9
M17,1/4/2024 17:00,299.3,309.37,1316,31.05,14.2
M17,1/4/2024 18:00,298.43,305.77,2318,49.88,13.5
M17,1/4/2024 19:00,297.49,310.16,2332,41.69,13
M17,1/4/2024 20:00,301.24,305.07,1357,37.24,13.5
M17,1/4/2024 21:00,301.7,309.95,2032,50.15,8.9
M17,1/4/2024 22:00,300.8,306.18,2144,54.34,12.3
M17,1/4/2024 23:00,300.73,310.21,2048,23.62,15.4
M17,1/5/2024 0:00,296.53,311.4,2238,22.49,15.9
M17,1/5/2024 1:00,298.68,309.83,2389,51.05,11.5
M17,1/5/2024 2:00,301.63,309.88,1433,84.79,18.2
M17,1/5/2024 3:00,297.44,310.57,1551,24.02,14.7
M17,1/5/2024 4:00,296.36,311.45,1695,22.69,19.4
M17,1/5/2024 5:00,296.87,318.37,2930,30.87,20
M17,1/5/2024 6:00,298.61,307.33,1660,31.96,19
M17,1/5/2024 7:00,301.07,309.76,2400,39.19,23.8
M17,1/5/2024 8:00,300.95,311.99,1646,41.13,17.8
M17,1/5/2024 9:00,300.44,311.24,1416,35.33,19.8
M17,1/5/2024 10:00,299.9,306.29,2342,50.82,18.5
M17,1/5/2024 11:00,301.87,311.64,1720,49.12,27.2
M17,1/5/2024 12:00,301.33,315.83,2650,44.73,23.4
M17,1/5/2024 13:00,300.77,310.06,2336,28.81,22.4
M17,1/5/2024 14:00,296.52,305.37,1696,20.3,28.6
M17,1/5/2024 15:00,297.8,309.63,1891,47.13,27.8
M17,1/5/2024 16:00,298,309.63,1942,50.87,28.2
M17,1/5/2024 17:00,299.41,311.4,1265,39.68,30.6
M17,1/5/2024 18:00,296.23,305.75,2190,42.26,32.8
M17,1/5/2024 19:00,301.62,311.48,2057,34.02,25.3
M17,1/5/2024 20:00,296.51,309.35,1593,52.7,29.9
M17,1/5/2024 21:00,295.95,308.35,1663,44.73,35.9
M17,1/5/2024 22:00,296.26,305.93,1551,42.62,34.3
M17,1/5/2024 23:00,295.66,309.32,1670,48.38,28.3
M17,1/6/2024 0:00,296.72,310.13,2088,30.94,37.5
M17,1/6/2024 1:00,298.81,309.54,1834,30.16,30.9
M17,1/6/2024 2:00,298.87,310.97,1518,43.43,36.6
M17,1/6/2024 3:00,296.96,310.66,1953,20.26,36.7
M17,1/6/2024 4:00,297.46,311.26,1386,24.13,38.8
M17,1/6/2024 5:00,295.46,307.35,1761,20.28,40.3
M17,1/6/2024 6:00,297.16,307.46,2304,41.7,33.6
M17,1/6/2024 7:00,295.27,307.18,1474,30.5,37
M17,1/6/2024 8:00,299.43,305.39,1566,33.49,35.3
M17,1/6/2024 9:00,300.46,305.19,1608,31.14,38.5
M17,1/6/2024 10:00,300.25,309.16,1559,21.23,45.6
M17,1/6/2024 11:00,297.68,307.67,2394,43.24,46.8
M17,1/6/2024 12:00,300.43,308.99,1678,28.11,41.4
M17,1/6/2024 13:00,295.65,305.46,2309,47.39,40.2
M17,1/6/2024 14:00,300.85,310.55,1825,24.44,45.6
M17,1/6/2024 15:00,297.06,307.65,1563,37.93,41.7
M17,1/6/2024 16:00,296.41,307.1,2259,38.86,42.9
M17,1/6/2024 17:00,296.46,307.6,2278,33.34,50.4
M17,1/6/2024 18:00,295.26,308.04,1941,48.42,43.9
M17,1/6/2024 19:00,298.93,307.69,1473,39.41,46.3
M17,1/6/2024 20:00,296.43,310.75,1244,40.22,47.1
M17,1/6/2024 21:00,300.97,309.44,2271,48.24,54.3
M17,1/6/2024 22:00,301.15,311.45,1216,28.71,49.4
M17,1/6/2024 23:00,301.12,307.95,1869,27.33,51.9
M17,1/7/2024 0:00,298.29,307.3,1729,36.03,54.7
M17,1/7/2024 1:00,295.03,310.33,1896,29.59,52.9
M17,1/7/2024 2:00,296.49,306.92,1783,45.89,54.3
M17,1/7/2024 3:00,297.64,311.74,2080,35.75,54.3
M17,1/7/2024 4:00,298.2,307.86,1418,36.02,58.3
M17,1/7/2024 5:00,301.11,311.07,2087,40.45,51.3
M17,1/7/2024 6:00,298.08,305.57,1253,53.72,53.4
M17,1/7/2024 7:00,300.57,311.66,2117,23.59,55.9
M17,1/7/2024 8:00,297.93,310.1,1200,42.84,53.5
M17,1/7/2024 9:00,297.96,305.14,1396,33.45,60.1
M17,1/7/2024 10:00,301.21,309.78,1618,29.94,56.4
M17,1/7/2024 11:00,299.27,309.48,2090,40.14,58.3
M17,1/7/2024 12:00,301.95,306.95,1234,42.6,63.6
M17,1/7/2024 13:00,299.95,310.54,1669,36.96,59.7
M17,1/7/2024 14:00,299.98,311.31,1564,47.84,61.7
M17,1/7/2024 15:00,299.92,309.11,1878,48.05,59.3
M17,1/7/2024 16:00,300.91,307.31,1692,38.86,67.6
M17,1/7/2024 17:00,297.99,306.21,1970,50.61,62.6
M17,1/7/2024 18:00,295.5,307.88,1710,38.11,63.2
M17,1/7/2024 19:00,300.24,311.02,1306,43.49,63.1
M17,1/7/2024 20:00,296.55,310.04,1373,20.76,62.7
M17,1/7/2024 21:00,298.07,309.05,1882,22.94,70.7
M17,1/7/2024 22:00,295.01,307.06,2231,50.09,64.9
M17,1/7/2024 23:00,299.96,308.22,2273,33.16,68.9
M17,1/8/2024 0:00,297.71,307.9,1305,53.09,72.4
M17,1/8/2024 1:00,297.13,306.97,1728,34.1,73.5
M17,1/8/2024 2:00,300.17,306.71,1414,38.8,73.2
M17,1/8/2024 3:00,296.56,308.08,2063,23.11,74.3
M17,1/8/2024 4:00,295.33,311.18,1454,51.01,71
M17,1/8/2024 5:00,298.23,311.2,1554,43.63,77.6
M17,1/8/2024 6:00,301.6,308.11,1841,44.38,74.6
M17,1/8/2024 7:00,298.88,311.21,2200,48.48,72.9
M17,1/8/2024 8:00,300.41,307.62,1758,43.94,77.5
M17,1/8/2024 9:00,300.88,309.99,1483,40.56,80.2
M17,1/8/2024 10:00,298.22,306.78,1256,53.68,80.4
M17,1/8/2024 11:00,298.26,308.9,1776,69.51,224
M17,1/8/2024 12:00,299.18,307.46,1810,23.09,77.2
M17,1/8/2024 13:00,296.45,310.44,1321,41.77,259
M17,1/8/2024 14:00,296.94,305.23,2037,33.04,79.1
M17,1/8/2024 15:00,296.7,307.03,1739,32.02,81.6
M17,1/8/2024 16:00,297.33,309.6,1948,28.61,86.6
M17,1/8/2024 17:00,301.05,305.91,2042,35.04,78.2
M17,1/8/2024 18:00,301.41,310.34,1275,29.11,78.9
M17,1/8/2024 19:00,300.16,305.49,1702,48.52,85.2
M17,1/8/2024 20:00,297.53,307.95,1361,41,87.8
M17,1/8/2024 21:00,299.14,307.79,1843,54.78,81.7
M17,1/8/2024 22:00,301.21,308.52,2117,47.56,84.4
M17,1/8/2024 23:00,297.18,307.14,2118,34.88,83.3
M17,1/9/2024 0:00,299.54,308.58,1200,29.82,87.8
M17,1/9/2024 1:00,297.8,309.56,1985,39.16,85.4
M17,1/9/2024 2:00,300.18,309.98,1955,34.14,94.5
M17,1/9/2024 3:00,295.12,309.49,1338,29.67,87.1
M17,1/9/2024 4:00,296.62,310.11,2376,44.65,91.2
M17,1/9/2024 5:00,300.99,307.21,2185,43.81,93.2
M17,1/9/2024 6:00,301.4,305.47,1312,32.41,89.9
M17,1/9/2024 7:00,297.72,305.23,2192,30.76,97.2
M17,1/9/2024 8:00,299.14,305.63,2129,45.66,94.2
M17,1/9/2024 9:00,298.19,311.05,1462,20.09,93.3
M17,1/9/2024 10:00,295.72,311.51,1540,52.07,93
M17,1/9/2024 11:00,299.52,310.87,1368,38.8,99
M17,1/9/2024 12:00,301.02,307.9,2217,36.77,93.2
M17,1/9/2024 13:00,296.42,307.57,2235,43.6,93.1
M17,1/9/2024 14:00,297.62,306.87,2056,47.04,99.1
M17,1/9/2024 15:00,296.47,309.35,2279,47.15,98.2
M17,1/9/2024 16:00,295.83,308.85,1871,32.03,101.5
M17,1/9/2024 17:00,300.66,308.66,1355,52.08,105.8
M17,1/9/2024 18:00,297.63,307.53,2262,49.38,106.6
M17,1/9/2024 19:00,298.23,310.31,1564,27.53,99.7
M17,1/9/2024 20:00,299.11,307.18,2371,23.21,107.3
M17,1/9/2024 21:00,300.13,311.95,2291,22.28,101.7
M17,1/9/2024 22:00,296.81,309.93,1554,30.91,101.4
M17,1/9/2024 23:00,301.13,309.02,1695,54.23,109.1
M17,1/10/2024 0:00,300.15,305.71,1329,38.03,102.9
M17,1/10/2024 1:00,297.07,311.93,1805,45.33,103
M17,1/10/2024 2:00,304.35,309.49,1942,26.85,103.5
M17,1/10/2024 3:00,300.66,307.08,2121,35.43,104.6
M17,1/10/2024 4:00,301.26,309.32,2034,32.62,109.9
M17,1/10/2024 5:00,297.19,308.2,2085,28.31,113.2
M17,1/10/2024 6:00,301.2,305.84,2343,45.97,107.8
M17,1/10/2024 7:00,295.99,311.57,1746,31.94,107.3
M17,1/10/2024 8:00,295.57,309.33,1410,20.8,117.2
M17,1/10/2024 9:00,300.24,317.82,1979,44.15,109.2
M17,1/10/2024 10:00,295.94,310.18,2028,38.74,113.2
M17,1/10/2024 11:00,295.88,309.81,2222,32.45,116.1
M17,1/10/2024 12:00,300.48,310.85,3058,47.27,120.1
M17,1/10/2024 13:00,299.01,311.53,1376,46.1,111.4
M17,1/10/2024 14:00,295.97,310.6,1920,37.23,119.6
M17,1/10/2024 15:00,298.19,309.92,1523,25.1,113.3
M17,1/10/2024 16:00,298.24,310.92,2344,31.89,118.5
M17,1/10/2024 17:00,300.64,308.9,1450,25.07,117.8
M17,1/10/2024 18:00,296.3,310.02,1291,31.59,125
M17,1/10/2024 19:00,300.62,305.16,1501,51.97,125.3
M17,1/10/2024 20:00,300.64,305.31,2331,21,124.5
M17,1/10/2024 21:00,296.84,307.93,1934,49.65,126.2
M17,1/10/2024 22:00,301.68,307.79,1898,21.46,123.9
M17,1/10/2024 23:00,295.58,308.52,2396,37.68,123.2
M17,1/11/2024 0:00,296.82,305.25,1996,31.52,128
M17,1/11/2024 1:00,295.94,308.6,2207,38.58,129.7
M17,1/11/2024 2:00,301.16,307.43,1686,22.59,125.1
M17,1/11/2024 3:00,297.92,305.9,1482,49.52,122.2
M17,1/11/2024 4:00,295.68,310.09,1596,39.46,122.8
M17,1/11/2024 5:00,300.81,306.94,2115,51.59,124.2
M17,1/11/2024 6:00,295.11,308.56,1624,31.52,131.8
M17,1/11/2024 7:00,301,308.65,1860,45.54,130.6
M17,1/11/2024 8:00,298.99,307.16,1449,29.09,133.8
M17,1/11/2024 9:00,301.7,306.63,2102,24.49,128.9
M17,1/11/2024 10:00,295.65,310.15,2171,27.53,127.8
M17,1/11/2024 11:00,300.1,305.88,2006,37.27,136.1
M17,1/11/2024 12:00,298.57,308.62,2282,46.19,132.9
M17,1/11/2024 13:00,297.66,309.63,1541,32.86,136.2
M17,1/11/2024 14:00,299.64,311.11,1525,38.39,131.9
M17,1/11/2024 15:00,295.01,310.35,2279,27.64,133.5
M17,1/11/2024 16:00,298.06,308.57,1902,34.95,139.1
M17,1/11/2024 17:00,300.82,308.39,2038,42.37,137.6
M17,1/11/2024 18:00,297.79,307.27,2329,27.66,143.1
M17,1/11/2024 19:00,299.02,310.82,2172,31.72,134.9
M17,1/11/2024 20:00,296.4,311.56,1860,51.4,141.7
M17,1/11/2024 21:00,299.2,306.11,2230,44.5,140.5
M17,1/11/2024 22:00,298.2,306.94,1331,44.7,139.3
M17,1/11/2024 23:00,299.79,311.88,1520,35,140.4
M17,1/12/2024 0:00,300.24,305.82,2209,34.85,141.2
M17,1/12/2024 1:00,297.84,310.51,1347,46.86,146.4
M17,1/12/2024 2:00,301.21,309.28,2102,38.53,143.7
M17,1/12/2024 3:00,295.06,310.66,2358,53.44,143.7
M17,1/12/2024 4:00,296.29,310.85,2011,47.45,149.3
M17,1/12/2024 5:00,300.15,309.03,1517,26.04,144.5
M17,1/12/2024 6:00,296.97,308.79,1640,30.69,149.1
M17,1/12/2024 7:00,297.67,308.87,2362,42,150.9
M17,1/12/2024 8:00,299.86,311.68,2236,53.98,146.7
M17,1/12/2024 9:00,296.38,307.1,1210,22.52,153.3
M17,1/12/2024 10:00,298.07,306.69,2279,33.97,155.3
M17,1/12/2024 11:00,301.5,307.28,1758,34.59,146.4
M17,1/12/2024 12:00,296.08,307.75,2095,36.96,149.7
M17,1/12/2024 13:00,301.93,309.43,1482,37.35,148.2
M17,1/12/2024 14:00,296.44,311.48,1812,41.84,149.1
M17,1/12/2024 15:00,296.07,308.72,1914,34.31,156.7
M17,1/12/2024 16:00,296.07,308.51,1287,25.97,150.9
M17,1/12/2024 17:00,297.5,307.25,1645,39.5,159.4
M17,1/12/2024 18:00,298.18,311.12,2324,24.86,160.7
M17,1/12/2024 19:00,297.92,306.52,1959,33.92,158.7
M17,1/12/2024 20:00,300.24,305.02,2349,41.33,161.4
M17,1/12/2024 21:00,300.81,305.58,2352,44.39,163.2
M17,1/12/2024 22:00,295.45,308.38,1958,22.4,160.3
M17,1/12/2024 23:00,297.09,310.55,1538,31.87,162.1
M17,1/13/2024 0:00,296.93,308.79,2264,46.58,163.7
M17,1/13/2024 1:00,299.51,309.64,2174,29.52,161.3
M17,1/13/2024 2:00,300.46,309.08,1275,36.85,161.3
M17,1/13/2024 3:00,299.29,309.54,1630,42.35,161.5
M17,1/13/2024 4:00,298.02,308.3,2208,23.56,167.8
M17,1/13/2024 5:00,296.22,305.99,1205,49.05,162.6
M17,1/13/2024 6:00,301.28,308.41,1693,30.45,161.8
M17,1/13/2024 7:00,299.16,308.27,1304,43.24,162.5
M17,1/13/2024 8:00,299.5,308.24,1668,46.83,168.3
M17,1/13/2024 9:00,299.64,310.73,1737,44.3,167.8
M17,1/13/2024 10:00,301.6,308.28,2224,31.79,166.3
M17,1/13/2024 11:00,296.89,311.76,2199,30.82,168.4
M17,1/13/2024 12:00,299.54,308.27,1843,25.31,173.8
M17,1/13/2024 13:00,301.77,307.45,1236,49.19,172.7
M17,1/13/2024 14:00,301.78,307.41,1817,49.15,170.4
M17,1/13/2024 15:00,299.58,307.82,1518,47.56,176.6
M17,1/13/2024 16:00,296.84,309.48,1596,34.37,170.7
M17,1/13/2024 17:00,299.59,311.74,1818,35.54,172
M17,1/13/2024 18:00,296.76,310.65,2110,42.18,170.8
M17,1/13/2024 19:00,298.45,309.13,1702,54.1,171.8
M17,1/13/2024 20:00,297.24,307.38,1285,38.14,173.5
M17,1/13/2024 21:00,297.61,310.37,1275,24.29,172.3
M17,1/13/2024 22:00,297.72,305.14,2142,32.18,179.6
M17,1/13/2024 23:00,295.28,305.73,1272,52.9,178.2
M17,1/14/2024 0:00,296.89,305.23,2312,35.14,180.3
M17,1/14/2024 1:00,297.19,309.76,2014,51.64,176.7
M17,1/14/2024 2:00,297.56,310.67,1684,43.26,183.6
M17,1/14/2024 3:00,297.97,307.81,1711,32.35,178.6
M17,1/14/2024 4:00,302,307.58,1929,64.07,183.3
M17,1/14/2024 5:00,298.74,306.5,1374,53.85,180.5
M17,1/14/2024 6:00,295.75,306.36,1214,22.6,180.8
M17,1/14/2024 7:00,301.38,307.17,2208,42.23,189.4
M17,1/14/2024 8:00,297.84,309.71,1660,30.98,187.6
M17,1/14/2024 9:00,297.9,310.38,1328,53.27,183.9
M17,1/14/2024 10:00,296.37,310.37,1222,43.25,190
M17,1/14/2024 11:00,296.6,307.55,2094,49.52,188.3
M17,1/14/2024 12:00,300.77,308.6,1901,26.35,190
M17,1/14/2024 13:00,301.28,308.3,1741,44.76,190
M18,1/6/2024 10:00,301.05,308.66,2078,52.86,0
M18,1/6/2024 11:00,299.71,311.7,1540,22.64,2
M18,1/6/2024 12:00,301.07,310.64,1369,52.31,2.4
M18,1/6/2024 13:00,298.83,310.64,1500,49.5,5.4
M18,1/6/2024 14:00,297.76,310.31,1852,35.8,0.7
M18,1/6/2024 15:00,297.64,307.61,1639,26.33,5.7
M18,1/6/2024 16:00,297,305.53,2266,23.41,7.3
M18,1/6/2024 17:00,300.95,311.34,1901,22.99,4.1
M18,1/6/2024 18:00,298.58,305.13,1892,25.05,3.1
M18,1/6/2024 19:00,299.5,305.7,1643,35.56,11.4
M18,1/6/2024 20:00,297.11,305.7,1772,50.17,12
M18,1/6/2024 21:00,299.7,306.16,1352,29.14,8.6
M18,1/6/2024 22:00,297.27,311.82,1399,23.9,8.5
M18,1/6/2024 23:00,301.38,305.08,1203,37.79,13.7
M18,1/7/2024 0:00,297.04,311.36,1294,45.63,5.7
M18,1/7/2024 1:00,299.66,308.05,2313,28.3,11.1
M18,1/7/2024 2:00,299.23,305.02,2062,42.9,14.1
M18,1/7/2024 3:00,297.91,311.71,2221,25.15,10.7
M18,1/7/2024 4:00,298.61,308.93,1813,23.6,12.6
M18,1/7/2024 5:00,295.31,311.2,1531,33.55,12.4
M18,1/7/2024 6:00,297.8,309.3,2156,30.45,16.1
M18,1/7/2024 7:00,295.26,310.03,1672,41.32,11.2
M18,1/7/2024 8:00,296.75,310.58,1267,53.78,18.9
M18,1/7/2024 9:00,299.52,306.61,1467,31.77,19.1
M18,1/7/2024 10:00,301.73,308.15,1308,24.32,13.9
M18,1/7/2024 11:00,298.91,305.7,2013,54.77,15.4
M18,1/7/2024 12:00,301.68,308.24,1558,24.13,18.1
M18,1/7/2024 13:00,299.19,309.46,2015,45.5,23.3
M18,1/7/2024 14:00,296.2,310.57,1487,26.1,20.5
M18,1/7/2024 15:00,300.3,308.85,2244,35.94,25
M18,1/7/2024 16:00,295.99,310.9,1674,26.96,27.7
M18,1/7/2024 17:00,300.29,310.79,1593,43.89,24.8
M18,1/7/2024 18:00,297.86,308.14,1868,49.79,24.1
M18,1/7/2024 19:00,296.78,309.02,1906,24.27,28.8
M18,1/7/2024 20:00,297.13,311.35,1381,25.27,26.3
M18,1/7/2024 21:00,299,307.57,3014,44.73,27.3
M18,1/7/2024 22:00,295.7,311.5,1366,50,29.4
M18,1/7/2024 23:00,297.42,308.5,1316,51.26,26.2
M18,1/8/2024 0:00,301.37,309.89,1209,31.55,33.5
M18,1/8/2024 1:00,300.66,310.33,2337,40.67,26.7
M18,1/8/2024 2:00,298.91,305.81,2341,35.87,33.7
M18,1/8/2024 3:00,301.06,308.05,1324,20.33,29
M18,1/8/2024 4:00,301.59,309.59,2131,43.67,33.6
M18,1/8/2024 5:00,295.56,310.34,1684,21.56,29.9
M18,1/8/2024 6:00,300.54,310.24,2124,31.67,36
M18,1/8/2024 7:00,301.86,311.96,1896,24.07,29.2
M18,1/8/2024 8:00,301.28,311.01,1821,44.53,39.8
M18,1/8/2024 9:00,296.52,305.82,1389,54.68,34.6
M18,1/8/2024 10:00,300.92,306.14,1305,35.93,39.3
M18,1/8/2024 11:00,301.58,310.72,1812,48.1,36.4
M18,1/8/2024 12:00,295.75,308.39,2379,36.54,36.1
M18,1/8/2024 13:00,297.03,310.2,2056,31.95,35.3
M18,1/8/2024 14:00,298.19,306.16,2380,27.35,39.6
M18,1/8/2024 15:00,301.92,305.17,1616,40.3,41.4
M18,1/8/2024 16:00,299.8,308.7,1914,45.96,36.2
M18,1/8/2024 17:00,300.06,310.1,1572,52.28,46.3
M18,1/8/2024 18:00,297.85,306.53,1470,52.6,45.4
M18,1/8/2024 19:00,299.37,311.04,2102,51.16,42.7
M18,1/8/2024 20:00,295.29,309.58,2366,39.78,47.3
M18,1/8/2024 21:00,296.56,308.28,1576,50.78,47.9
M18,1/8/2024 22:00,295.49,310.5,1312,53.12,48.2
M18,1/8/2024 23:00,295.86,308.88,2756,26.03,48
M18,1/9/2024 0:00,296.15,306.35,1695,21.82,43.6
M18,1/9/2024 1:00,301.5,306.77,1976,20.79,46.9
M18,1/9/2024 2:00,295.19,310.94,1973,39.81,53.4
M18,1/9/2024 3:00,299.76,305.02,1904,42.9,46.3
M18,1/9/2024 4:00,301.16,307.26,1487,40.96,46.1
M18,1/9/2024 5:00,296.7,310.01,1299,21.16,49.7
M18,1/9/2024 6:00,296.78,311.2,2338,31.77,52
M18,1/9/2024 7:00,297.38,305.75,2385,42.11,55.1
M18,1/9/2024 8:00,295.07,306.17,1916,53.71,57.2
M18,1/9/2024 9:00,295.05,306.73,2109,34.36,58.9
M18,1/9/2024 10:00,297.56,310.61,2182,39.5,59.4
M18,1/9/2024 11:00,298.71,314.3,2314,33.89,57.3
M18,1/9/2024 12:00,301.21,311.42,1270,51.57,52.2
M18,1/9/2024 13:00,301.32,308.92,2049,52.29,61.5
M18,1/9/2024 14:00,299.63,308.78,2166,39.81,60.5
M18,1/9/2024 15:00,301.2,308.48,1356,28.81,55.1
M18,1/9/2024 16:00,297.54,307.86,2380,48.61,59
M18,1/9/2024 17:00,297.75,307.1,2074,20.29,57
M18,1/9/2024 18:00,298.9,305.05,2631,20.68,214
M18,1/9/2024 19:00,301.57,306.03,2925,45.57,222
M18,1/9/2024 20:00,295.47,306.93,2220,41.68,63.9
M18,1/9/2024 21:00,295.39,311.22,2031,34.53,66.8
M18,1/9/2024 22:00,300.18,310.46,1928,25.99,65.6
M18,1/9/2024 23:00,296.77,314.81,2931,28.04,66.8
M18,1/10/2024 0:00,298.55,308.45,1687,44.11,62.5
M18,1/10/2024 1:00,299.51,307.98,1380,50.26,64.5
M18,1/10/2024 2:00,296.07,305.94,2194,22.64,69.3
M18,1/10/2024 3:00,298.5,305.7,2142,20.24,66.3
M18,1/10/2024 4:00,298.96,308.47,2189,43.43,63.7
M18,1/10/2024 5:00,295.52,305.91,1444,49.69,65.7
M18,1/10/2024 6:00,297.47,318.4,1505,53.93,242
M18,1/10/2024 7:00,297.38,306.13,1411,32.03,75.3
M18,1/10/2024 8:00,297.6,307.26,1455,22.71,74.9
M18,1/10/2024 9:00,299.52,305.58,1537,54.08,76.2
M18,1/10/2024 10:00,300.81,308.22,1426,54.82,77.6
M18,1/10/2024 11:00,297.09,310.67,1687,40.4,70.3
M18,1/10/2024 12:00,299.21,308.62,2317,28.32,70.2
M18,1/10/2024 13:00,299.03,311.84,2162,45.47,72.6
M18,1/10/2024 14:00,298.04,310.53,2183,26.01,78.5
M18,1/10/2024 15:00,299.45,306.38,1901,50.1,78
M18,1/10/2024 16:00,298.47,309.23,1970,32.67,73.6
M18,1/10/2024 17:00,300.27,310.96,1656,51.3,81.9
M18,1/10/2024 18:00,300.84,309.29,2370,21.64,82.1
M18,1/10/2024 19:00,298.74,305.13,1807,24.39,79.5
M18,1/10/2024 20:00,301.73,309.39,1302,39.87,75.7
M18,1/10/2024 21:00,299.89,308.38,2178,34.53,79.2
M18,1/10/2024 22:00,297.67,310.45,1483,24.41,79.7
M18,1/10/2024 23:00,295.23,307.89,1672,21.86,85.4
M18,1/11/2024 0:00,296.88,310.81,1320,51.93,85.4
M18,1/11/2024 1:00,296.69,311.61,1432,46.32,81.2
M18,1/11/2024 2:00,297.18,305.46,2206,53.6,83.4
M18,1/11/2024 3:00,300.52,311.15,1334,38.26,82.1
M18,1/11/2024 4:00,296.56,311.85,2280,54.48,84.4
M18,1/11/2024 5:00,296.15,309.03,1696,49.19,92
M18,1/11/2024 6:00,297.26,307.92,2050,51.91,88
M18,1/11/2024 7:00,301.54,311.88,1710,50.21,84.1
M18,1/11/2024 8:00,298.02,311.39,1816,36.27,92.5
M18,1/11/2024 9:00,295.07,310.04,1493,68.21,85.6
M18,1/11/2024 10:00,298.17,305.47,1838,30.54,90.7
M18,1/11/2024 11:00,300.89,309.94,1851,29.09,96.3
M18,1/11/2024 12:00,296.99,309.49,1455,34.02,92.6
M18,1/11/2024 13:00,299.94,305.43,2086,35.5,92.1
M18,1/11/2024 14:00,301.62,306.57,1602,30.7,91.6
M18,1/11/2024 15:00,299.11,306.94,1634,45.88,96.7
M18,1/11/2024 16:00,300.54,309.82,1557,37.97,96.3
M18,1/11/2024 17:00,298.2,315.71,2763,23.45,93.7
M18,1/11/2024 18:00,295.35,311.9,2066,30.86,100.7
M18,1/11/2024 19:00,300.31,311.53,1244,42.17,98.4
M18,1/11/2024 20:00,300.73,306.1,1695,28.06,94.2
M18,1/11/2024 21:00,297.8,305.88,1470,31.43,102.7
M18,1/11/2024 22:00,295.63,311.63,1864,38.7,100.3
M18,1/11/2024 23:00,301.69,306.87,1307,29.57,97.6
M18,1/12/2024 0:00,299.81,307.09,1898,33.76,97.6
M18,1/12/2024 1:00,296.09,310.69,1379,24.61,99.9
M18,1/12/2024 2:00,295.25,308.4,2258,22.64,99.3
M18,1/12/2024 3:00,301.84,311.82,1907,51.62,102.6
M18,1/12/2024 4:00,300.1,307.17,1720,52.61,109.6
M18,1/12/2024 5:00,301.12,305.77,2218,50.04,103.8
M18,1/12/2024 6:00,295.85,311.52,2085,47.91,103.1
M18,1/12/2024 7:00,299.55,311.86,2038,28.61,110.6
M18,1/12/2024 8:00,300.21,305.94,1352,43.5,111.6
M18,1/12/2024 9:00,301.24,310.01,1686,31.06,103.8
M18,1/12/2024 10:00,298.21,311.58,1840,21.45,106
